id;"first_name";"last_name";age;"job";"marital";"education";"default";balance;"housing";"loan";"contact";day;"month";duration;campaign;pdays;previous;"poutcome";"y"
13081;"Benedita";"Amaral Barbosa";58;"blue-collar";"married";"secondary";"no";1457;"yes";"no";"cellular";8;"jul";144;4;-1;0;"unknown";"no"
13082;"Cristina";"Valente Nogueira";25;"blue-collar";"single";"secondary";"yes";-220;"no";"no";"cellular";8;"jul";152;1;-1;0;"unknown";"no"
13083;"Liliana";"Raposo Sousa";34;"housemaid";"married";"secondary";"no";-97;"yes";"yes";"cellular";8;"jul";119;2;-1;0;"unknown";"no"
13084;"Nelson";"Baptista Resende";27;"technician";"single";"secondary";"yes";0;"no";"yes";"cellular";8;"jul";732;1;-1;0;"unknown";"yes"
13085;"Nuno";"Brito Queirós";29;"services";"single";"secondary";"no";1274;"no";"no";"cellular";8;"jul";136;1;-1;0;"unknown";"no"
13086;"Álvaro";"Ribeiro Miranda";36;"management";"married";"tertiary";"no";128;"no";"no";"cellular";8;"jul";733;1;-1;0;"unknown";"no"
13087;"Carlos";"Gonçalves Gomes";46;"management";"single";"tertiary";"no";3;"no";"no";"cellular";8;"jul";85;1;-1;0;"unknown";"no"
13088;"Benedita";"Nunes Macedo";32;"blue-collar";"married";"primary";"no";642;"no";"yes";"cellular";8;"jul";524;1;-1;0;"unknown";"no"
13089;"Ana";"Santos Pires";55;"blue-collar";"married";"primary";"no";137;"no";"no";"telephone";8;"jul";377;1;-1;0;"unknown";"no"
13090;"Rosa";"Miranda Pires";28;"unemployed";"married";"secondary";"no";455;"no";"no";"cellular";8;"jul";286;1;-1;0;"unknown";"no"
13091;"Ondina";"Azevedo Cordeiro";26;"admin.";"single";"secondary";"no";-35;"no";"yes";"cellular";8;"jul";304;1;-1;0;"unknown";"no"
13092;"Jorge";"Azevedo Maia";39;"services";"single";"secondary";"no";230;"no";"yes";"cellular";8;"jul";106;1;-1;0;"unknown";"no"
13093;"Letícia";"Santos Monteiro";55;"management";"married";"secondary";"no";51;"no";"no";"cellular";8;"jul";102;1;-1;0;"unknown";"no"
13094;"Amália";"Ferreira Vieira";33;"entrepreneur";"married";"secondary";"yes";-54;"no";"yes";"cellular";8;"jul";42;1;-1;0;"unknown";"no"
13095;"Patrício";"Alves Bastos";29;"housemaid";"married";"primary";"no";7;"no";"yes";"cellular";8;"jul";240;1;-1;0;"unknown";"no"
13096;"Vitória";"Abreu Coelho";45;"technician";"divorced";"secondary";"no";12389;"no";"yes";"cellular";8;"jul";711;1;-1;0;"unknown";"no"
13097;"Bárbara";"Miranda Bastos";25;"services";"single";"secondary";"no";2;"no";"no";"cellular";8;"jul";288;1;-1;0;"unknown";"no"
13098;"Matias";"Abreu Neves";55;"entrepreneur";"married";"tertiary";"no";22;"no";"yes";"cellular";8;"jul";215;1;-1;0;"unknown";"no"
13099;"Fátima";"Moreira Ventura";32;"blue-collar";"single";"secondary";"no";-197;"no";"yes";"cellular";8;"jul";99;1;-1;0;"unknown";"no"
13100;"Francisca";"Reis Antunes";25;"admin.";"single";"secondary";"no";0;"no";"yes";"cellular";8;"jul";238;3;-1;0;"unknown";"no"
13101;"Vítor";"Miranda Ventura";28;"admin.";"single";"secondary";"no";144;"no";"yes";"cellular";8;"jul";136;1;-1;0;"unknown";"no"
13102;"Joaquim";"Cruz Domingues";34;"blue-collar";"married";"primary";"no";-480;"yes";"yes";"cellular";8;"jul";225;1;-1;0;"unknown";"no"
13103;"Fernanda";"Abreu Rodrigues";26;"management";"single";"tertiary";"no";350;"no";"no";"cellular";8;"jul";367;1;-1;0;"unknown";"no"
13104;"Vicente";"Rocha Antunes";56;"blue-collar";"married";"primary";"no";175;"no";"yes";"cellular";8;"jul";188;1;-1;0;"unknown";"no"
13105;"Helena";"Almeida Macedo";26;"self-employed";"single";"secondary";"no";551;"no";"no";"cellular";8;"jul";531;1;-1;0;"unknown";"yes"
13106;"Telmo";"Miranda Tavares";33;"admin.";"single";"tertiary";"no";621;"no";"no";"cellular";8;"jul";217;1;-1;0;"unknown";"no"
13107;"Diogo";"Aguiar Branco";55;"retired";"married";"tertiary";"no";197;"no";"yes";"cellular";8;"jul";256;1;-1;0;"unknown";"no"
13108;"Paula";"Monteiro Pinheiro";25;"technician";"single";"secondary";"no";0;"no";"yes";"cellular";8;"jul";634;1;-1;0;"unknown";"yes"
13109;"Tiago";"Magalhães Machado";38;"admin.";"married";"secondary";"no";-14;"no";"yes";"cellular";8;"jul";124;1;-1;0;"unknown";"no"
13110;"Benedita";"Cardoso Almeida";27;"services";"single";"secondary";"no";87;"no";"no";"cellular";8;"jul";260;1;-1;0;"unknown";"no"
13111;"Neusa";"Abreu Barros";58;"retired";"married";"unknown";"no";-230;"no";"yes";"cellular";8;"jul";133;2;-1;0;"unknown";"no"
13112;"Vera";"Santos Macedo";25;"blue-collar";"married";"secondary";"no";101;"no";"yes";"cellular";8;"jul";460;3;-1;0;"unknown";"yes"
13113;"Afonso";"Guerreiro Bastos";42;"blue-collar";"married";"primary";"no";1556;"no";"yes";"cellular";8;"jul";113;1;-1;0;"unknown";"no"
13114;"Ângela";"Borges Pacheco";40;"services";"married";"primary";"no";-45;"no";"yes";"cellular";8;"jul";166;1;-1;0;"unknown";"no"
13115;"Camila";"Andrade Bernardes";30;"technician";"married";"secondary";"no";139;"no";"yes";"cellular";8;"jul";1046;2;-1;0;"unknown";"no"
13116;"Sara";"Machado Amaral";26;"services";"single";"secondary";"no";-90;"no";"yes";"cellular";8;"jul";240;1;-1;0;"unknown";"no"
13117;"Sandra";"Resende Carvalho";58;"technician";"married";"unknown";"no";-509;"no";"yes";"cellular";8;"jul";239;1;-1;0;"unknown";"no"
13118;"Irene";"Moreira Campos";59;"retired";"divorced";"primary";"no";830;"no";"yes";"cellular";8;"jul";116;1;-1;0;"unknown";"no"
13119;"Olga";"Resende Leite";48;"management";"single";"secondary";"no";1106;"no";"yes";"cellular";8;"jul";265;1;-1;0;"unknown";"no"
13120;"Olga";"Mendes Teixeira";59;"services";"divorced";"secondary";"no";136;"no";"yes";"telephone";8;"jul";176;1;-1;0;"unknown";"no"
13121;"Bruna";"Moreira Ventura";34;"admin.";"single";"tertiary";"no";-199;"no";"yes";"cellular";8;"jul";130;1;-1;0;"unknown";"no"
13122;"Célia";"Silva Bastos";53;"technician";"divorced";"primary";"no";-834;"yes";"yes";"cellular";8;"jul";130;1;-1;0;"unknown";"no"
13123;"Alexandre";"Leal Monteiro";42;"unemployed";"married";"secondary";"no";-283;"no";"yes";"cellular";8;"jul";96;2;-1;0;"unknown";"no"
13124;"Emanuel";"Neves Campos";25;"technician";"single";"secondary";"no";218;"no";"yes";"cellular";8;"jul";272;1;-1;0;"unknown";"no"
13125;"Octávio";"Costa Caetano";25;"management";"single";"secondary";"no";1923;"no";"yes";"cellular";8;"jul";71;1;-1;0;"unknown";"no"
13126;"Amália";"Guerreiro Araújo";28;"admin.";"single";"unknown";"no";2736;"no";"no";"cellular";8;"jul";705;1;-1;0;"unknown";"yes"
13127;"Daniela";"Leite Abreu";41;"admin.";"single";"secondary";"no";26;"no";"no";"cellular";8;"jul";428;1;-1;0;"unknown";"no"
13128;"Isidro";"Serra Cabral";45;"services";"single";"secondary";"no";-688;"no";"yes";"cellular";8;"jul";106;1;-1;0;"unknown";"no"
13129;"Susana";"Branco Pinheiro";29;"blue-collar";"married";"primary";"no";50;"no";"no";"cellular";8;"jul";185;2;-1;0;"unknown";"no"
13130;"Vera";"Garcia Ferreira";25;"management";"single";"unknown";"no";314;"no";"yes";"cellular";8;"jul";455;1;-1;0;"unknown";"no"
13131;"Laura";"Borges Pires";51;"technician";"married";"secondary";"no";564;"no";"yes";"cellular";8;"jul";187;2;-1;0;"unknown";"no"
13132;"Matias";"Lourenço Cardoso";26;"management";"single";"tertiary";"no";33;"no";"yes";"cellular";8;"jul";253;1;-1;0;"unknown";"no"
13133;"Raquel";"Cunha Abreu";27;"entrepreneur";"single";"unknown";"no";1007;"no";"no";"cellular";8;"jul";154;1;-1;0;"unknown";"no"
13134;"Estêvão";"Maia Fonseca";39;"services";"married";"secondary";"no";87;"no";"no";"cellular";8;"jul";114;1;-1;0;"unknown";"no"
13135;"Glória";"Esteves Machado";30;"student";"single";"unknown";"no";-145;"no";"yes";"cellular";8;"jul";154;1;-1;0;"unknown";"no"
13136;"Dinis";"Fernandes Rocha";25;"self-employed";"single";"tertiary";"no";-44;"no";"yes";"cellular";8;"jul";201;1;-1;0;"unknown";"no"
13137;"Valter";"Pinheiro Soares";29;"management";"married";"tertiary";"no";0;"no";"yes";"cellular";8;"jul";574;2;-1;0;"unknown";"no"
13138;"Jorge";"Faria Fonseca";39;"technician";"married";"secondary";"no";130;"no";"no";"cellular";8;"jul";202;2;-1;0;"unknown";"no"
13139;"Sebastião";"Serra Bento";27;"management";"single";"tertiary";"yes";0;"no";"yes";"cellular";8;"jul";46;1;-1;0;"unknown";"no"
13140;"Telma";"Machado Morais";28;"housemaid";"married";"secondary";"no";1294;"yes";"no";"cellular";8;"jul";401;2;-1;0;"unknown";"no"
13141;"Lúcia";"Teixeira Garcia";38;"admin.";"married";"secondary";"no";338;"no";"yes";"cellular";8;"jul";191;1;-1;0;"unknown";"no"
13142;"Solange";"Paiva Figueiredo";60;"retired";"married";"primary";"no";280;"no";"no";"telephone";8;"jul";291;1;-1;0;"unknown";"no"
13143;"Ernesto";"Leite Vaz";26;"services";"single";"secondary";"yes";74;"no";"no";"cellular";8;"jul";362;1;-1;0;"unknown";"no"
13144;"Margarida";"Pires Gonçalves";42;"unemployed";"divorced";"secondary";"no";2699;"no";"no";"cellular";8;"jul";92;2;-1;0;"unknown";"no"
13145;"Salomé";"Jesus Vaz";51;"management";"married";"tertiary";"no";3604;"no";"yes";"telephone";8;"jul";287;1;-1;0;"unknown";"no"
13146;"Márcia";"Reis Leal";30;"blue-collar";"married";"secondary";"no";1177;"no";"yes";"cellular";8;"jul";220;2;-1;0;"unknown";"no"
13147;"Sofia";"Serra Teixeira";25;"technician";"single";"secondary";"no";102;"no";"yes";"cellular";8;"jul";574;2;-1;0;"unknown";"yes"
13148;"Daniela";"Camacho Fonseca";42;"admin.";"married";"secondary";"no";-150;"no";"yes";"cellular";8;"jul";249;3;-1;0;"unknown";"no"
13149;"Henrique";"Andrade Rebelo";28;"blue-collar";"married";"secondary";"no";2322;"no";"no";"cellular";8;"jul";82;4;-1;0;"unknown";"no"
13150;"Henrique";"Nogueira Paiva";33;"admin.";"single";"secondary";"no";1248;"no";"no";"cellular";8;"jul";359;1;-1;0;"unknown";"no"
13151;"Vera";"Cabral Coelho";54;"management";"married";"tertiary";"no";3;"no";"yes";"cellular";8;"jul";443;1;-1;0;"unknown";"no"
13152;"Reinaldo";"Cardoso Cunha";42;"management";"married";"tertiary";"no";478;"no";"yes";"cellular";8;"jul";165;1;-1;0;"unknown";"no"
13153;"Laura";"Branco Tavares";44;"technician";"divorced";"secondary";"no";26;"no";"no";"telephone";8;"jul";190;1;-1;0;"unknown";"no"
13154;"Marcelo";"Sousa Bernardes";31;"blue-collar";"married";"primary";"no";229;"no";"no";"telephone";8;"jul";186;2;-1;0;"unknown";"no"
13155;"Valter";"Botelho Queirós";56;"entrepreneur";"married";"tertiary";"no";51439;"no";"yes";"cellular";8;"jul";325;1;-1;0;"unknown";"no"
13156;"Filipa";"Antunes Marques";28;"services";"married";"secondary";"no";510;"yes";"yes";"cellular";8;"jul";1767;2;-1;0;"unknown";"yes"
13157;"Laura";"Borges Camacho";32;"entrepreneur";"divorced";"secondary";"no";252;"no";"yes";"cellular";8;"jul";145;2;-1;0;"unknown";"no"
13158;"Camila";"Morais Cabral";55;"blue-collar";"married";"secondary";"yes";67;"no";"no";"cellular";8;"jul";267;2;-1;0;"unknown";"no"
13159;"Simão";"Xavier Santos";31;"self-employed";"married";"secondary";"no";731;"no";"yes";"cellular";8;"jul";188;1;-1;0;"unknown";"no"
13160;"Rui";"Magalhães Vieira";35;"admin.";"divorced";"secondary";"no";148;"no";"yes";"cellular";8;"jul";199;1;-1;0;"unknown";"no"
13161;"Teodoro";"Aguiar Garcia";26;"technician";"single";"secondary";"no";68;"no";"yes";"cellular";8;"jul";141;3;-1;0;"unknown";"no"
13162;"Leonardo";"Martins Marques";40;"blue-collar";"married";"primary";"no";143;"no";"yes";"cellular";8;"jul";167;2;-1;0;"unknown";"no"
13163;"Inês";"Bento Nunes";33;"blue-collar";"married";"tertiary";"no";870;"no";"yes";"cellular";8;"jul";545;3;-1;0;"unknown";"no"
13164;"Paulo";"Fernandes Bastos";25;"blue-collar";"married";"secondary";"no";4280;"no";"yes";"cellular";8;"jul";148;2;-1;0;"unknown";"no"
13165;"Débora";"Fonseca Maia";28;"blue-collar";"single";"secondary";"no";517;"no";"yes";"cellular";8;"jul";681;1;-1;0;"unknown";"yes"
13166;"Paula";"Rebelo Pinheiro";41;"admin.";"married";"secondary";"no";120;"no";"yes";"cellular";8;"jul";489;1;-1;0;"unknown";"no"
13167;"Emanuel";"Correia Pires";37;"blue-collar";"married";"primary";"no";33;"no";"yes";"cellular";8;"jul";483;2;-1;0;"unknown";"no"
13168;"Dinis";"Almeida Leal";59;"blue-collar";"married";"primary";"no";3540;"no";"no";"cellular";8;"jul";165;1;-1;0;"unknown";"no"
13169;"Estêvão";"Bastos Lima";57;"admin.";"married";"secondary";"no";2137;"no";"no";"telephone";8;"jul";132;7;-1;0;"unknown";"no"
13170;"Raul";"Antunes Bernardes";34;"self-employed";"divorced";"unknown";"no";28;"no";"yes";"cellular";8;"jul";245;1;-1;0;"unknown";"no"
13171;"Olga";"Morais Moreira";54;"management";"married";"tertiary";"no";-547;"no";"no";"cellular";8;"jul";156;1;-1;0;"unknown";"no"
13172;"Raquel";"Amaral Branco";50;"technician";"married";"primary";"no";-315;"no";"yes";"cellular";8;"jul";173;1;-1;0;"unknown";"no"
13173;"Emília";"Rodrigues Magalhães";52;"technician";"married";"secondary";"no";786;"no";"no";"cellular";8;"jul";310;1;-1;0;"unknown";"no"
13174;"Lúcia";"Henriques Bernardes";59;"blue-collar";"divorced";"primary";"no";1;"no";"yes";"cellular";8;"jul";214;1;-1;0;"unknown";"no"
13175;"Afonso";"Caetano Rebelo";33;"entrepreneur";"divorced";"tertiary";"no";37;"no";"yes";"cellular";8;"jul";1082;1;-1;0;"unknown";"yes"
13176;"Sílvia";"Rodrigues Fernandes";53;"services";"divorced";"primary";"no";0;"no";"yes";"cellular";8;"jul";206;1;-1;0;"unknown";"no"
13177;"Márcia";"Garcia Oliveira";26;"management";"single";"tertiary";"no";8303;"no";"no";"cellular";8;"jul";143;2;-1;0;"unknown";"no"
13178;"Ernesto";"Santos Vieira";45;"management";"divorced";"tertiary";"no";854;"no";"yes";"cellular";8;"jul";730;1;-1;0;"unknown";"yes"
13179;"Martim";"Simões Lourenço";56;"admin.";"single";"secondary";"no";-273;"no";"no";"cellular";8;"jul";119;2;-1;0;"unknown";"no"
13180;"José";"Sousa Machado";41;"blue-collar";"married";"primary";"no";-692;"yes";"no";"cellular";8;"jul";125;2;-1;0;"unknown";"no"
13181;"Renato";"Camacho Andrade";35;"self-employed";"married";"tertiary";"yes";28;"no";"yes";"cellular";8;"jul";259;1;-1;0;"unknown";"no"
13182;"Telmo";"Campos Leal";55;"retired";"married";"secondary";"no";971;"no";"yes";"cellular";8;"jul";154;1;-1;0;"unknown";"no"
13183;"Joana";"Borges Andrade";28;"management";"married";"tertiary";"no";3694;"no";"yes";"cellular";8;"jul";70;2;-1;0;"unknown";"no"
13184;"Susana";"Lopes Barbosa";60;"retired";"married";"secondary";"no";1141;"no";"yes";"cellular";8;"jul";211;2;-1;0;"unknown";"no"
13185;"Norberto";"Cruz Cunha";35;"entrepreneur";"single";"tertiary";"yes";793;"no";"yes";"cellular";8;"jul";163;1;-1;0;"unknown";"no"
13186;"Carolina";"Ferreira Barbosa";51;"retired";"married";"secondary";"no";35;"no";"yes";"cellular";8;"jul";123;4;-1;0;"unknown";"no"
13187;"Tomás";"Melo Carvalho";36;"services";"married";"secondary";"no";30;"no";"yes";"cellular";8;"jul";716;5;-1;0;"unknown";"yes"
13188;"Catarina";"Costa Nogueira";34;"admin.";"single";"secondary";"no";280;"no";"no";"cellular";8;"jul";86;2;-1;0;"unknown";"no"
13189;"Filipa";"Figueiredo Cunha";33;"services";"single";"secondary";"no";0;"no";"no";"cellular";8;"jul";116;2;-1;0;"unknown";"no"
13190;"Mariana";"Pinheiro Valente";30;"services";"married";"secondary";"no";2261;"yes";"yes";"cellular";8;"jul";250;2;-1;0;"unknown";"no"
13191;"César";"Freitas Ribeiro";35;"blue-collar";"married";"primary";"no";46;"no";"no";"cellular";8;"jul";338;3;-1;0;"unknown";"no"
13192;"Rui";"Pacheco Machado";56;"retired";"married";"secondary";"no";307;"no";"yes";"cellular";8;"jul";175;1;-1;0;"unknown";"no"
13193;"Nelson";"Barros Valente";56;"housemaid";"married";"primary";"no";306;"no";"yes";"cellular";8;"jul";212;1;-1;0;"unknown";"no"
13194;"Isidro";"Paiva Maia";49;"admin.";"married";"secondary";"no";13229;"no";"yes";"telephone";8;"jul";77;2;-1;0;"unknown";"no"
13195;"Hugo";"Lopes Morais";41;"technician";"single";"secondary";"no";-3;"no";"no";"cellular";8;"jul";413;1;-1;0;"unknown";"no"
13196;"Sandra";"Carvalho Vaz";57;"technician";"married";"primary";"no";4442;"no";"no";"cellular";8;"jul";97;6;-1;0;"unknown";"no"
13197;"Camila";"Barbosa Branco";33;"housemaid";"married";"primary";"no";1;"yes";"no";"cellular";8;"jul";135;1;-1;0;"unknown";"no"
13198;"Isabel";"Aguiar Pacheco";29;"blue-collar";"married";"secondary";"no";-478;"no";"yes";"cellular";8;"jul";528;2;-1;0;"unknown";"no"
13199;"Rosália";"Carvalho Garcia";36;"unemployed";"married";"secondary";"no";356;"no";"no";"cellular";8;"jul";361;1;-1;0;"unknown";"no"
13200;"Virgílio";"Aguiar Costa";29;"technician";"single";"secondary";"no";290;"yes";"yes";"cellular";8;"jul";293;1;-1;0;"unknown";"no"
13201;"Gustavo";"Fernandes Tavares";45;"services";"married";"secondary";"no";1343;"no";"yes";"cellular";8;"jul";220;1;-1;0;"unknown";"no"
13202;"Matias";"Xavier Bento";26;"blue-collar";"single";"secondary";"yes";81;"no";"yes";"cellular";8;"jul";803;2;-1;0;"unknown";"yes"
13203;"Natália";"Resende Monteiro";51;"services";"married";"secondary";"no";272;"no";"yes";"cellular";8;"jul";217;1;-1;0;"unknown";"no"
13204;"Eduarda";"Neves Ferreira";46;"blue-collar";"divorced";"primary";"no";2775;"no";"yes";"cellular";8;"jul";188;1;-1;0;"unknown";"no"
13205;"Regina";"Freitas Domingues";29;"technician";"single";"secondary";"no";359;"yes";"no";"cellular";8;"jul";604;1;-1;0;"unknown";"no"
13206;"Rúben";"Matos Lourenço";52;"blue-collar";"single";"secondary";"no";288;"yes";"no";"cellular";8;"jul";159;2;-1;0;"unknown";"no"
13207;"César";"Gonçalves Teixeira";45;"admin.";"married";"secondary";"no";3493;"yes";"no";"cellular";8;"jul";498;1;-1;0;"unknown";"no"
13208;"Sofia";"Mendes Brito";30;"admin.";"single";"secondary";"no";1249;"no";"no";"cellular";8;"jul";220;4;-1;0;"unknown";"no"
13209;"Armando";"Monteiro Mota";33;"services";"married";"secondary";"no";0;"no";"yes";"cellular";8;"jul";285;1;-1;0;"unknown";"no"
13210;"Wilson";"Barros Faria";29;"self-employed";"single";"tertiary";"no";0;"yes";"no";"cellular";8;"jul";231;1;-1;0;"unknown";"no"
13211;"Micaela";"Guerreiro Cunha";36;"unemployed";"divorced";"secondary";"no";5;"yes";"no";"cellular";8;"jul";305;1;-1;0;"unknown";"no"
13212;"Firmino";"Andrade Barros";60;"retired";"divorced";"secondary";"no";598;"no";"yes";"cellular";8;"jul";96;1;-1;0;"unknown";"no"
13213;"João";"Cordeiro Macedo";35;"services";"single";"primary";"no";790;"no";"no";"cellular";8;"jul";221;1;-1;0;"unknown";"no"
13214;"Laura";"Botelho Ferreira";33;"management";"single";"tertiary";"no";0;"yes";"no";"cellular";8;"jul";454;1;-1;0;"unknown";"no"
13215;"Rosa";"Araújo Fernandes";36;"services";"married";"primary";"no";795;"no";"yes";"cellular";8;"jul";215;2;-1;0;"unknown";"no"
13216;"Ondina";"Bento Magalhães";28;"blue-collar";"married";"secondary";"no";1296;"yes";"yes";"cellular";8;"jul";764;5;-1;0;"unknown";"no"
13217;"Silvana";"Magalhães Gomes";39;"housemaid";"divorced";"secondary";"no";188;"no";"no";"cellular";8;"jul";163;1;-1;0;"unknown";"no"
13218;"Lara";"Garcia Jesus";36;"technician";"single";"secondary";"no";0;"no";"no";"cellular";8;"jul";121;1;-1;0;"unknown";"no"
13219;"Madalena";"Faria Campos";43;"services";"married";"secondary";"no";-392;"no";"yes";"cellular";8;"jul";185;1;-1;0;"unknown";"no"
13220;"Wilson";"Jesus Carvalho";47;"technician";"married";"secondary";"no";0;"yes";"no";"cellular";8;"jul";297;1;-1;0;"unknown";"no"
13221;"Gabriela";"Sampaio Torres";25;"services";"single";"secondary";"no";628;"no";"no";"cellular";8;"jul";266;1;-1;0;"unknown";"no"
13222;"Ernesto";"Simões Gomes";34;"admin.";"married";"secondary";"no";233;"yes";"yes";"cellular";8;"jul";303;1;-1;0;"unknown";"no"
13223;"Leandro";"Mota Botelho";60;"management";"married";"secondary";"no";725;"yes";"no";"cellular";8;"jul";266;1;-1;0;"unknown";"no"
13224;"Gil";"Araújo Vieira";25;"blue-collar";"single";"secondary";"no";0;"no";"no";"telephone";8;"jul";112;1;-1;0;"unknown";"no"
13225;"Regina";"Gomes Cabral";52;"management";"married";"unknown";"no";414;"yes";"no";"cellular";8;"jul";424;1;-1;0;"unknown";"no"
13226;"Ernesto";"Paiva Lima";30;"admin.";"divorced";"secondary";"no";4;"no";"no";"cellular";8;"jul";61;3;-1;0;"unknown";"no"
13227;"Ivo";"Henriques Bastos";38;"housemaid";"married";"secondary";"no";1508;"no";"yes";"cellular";8;"jul";306;2;-1;0;"unknown";"no"
13228;"Regina";"Bastos Neves";54;"blue-collar";"married";"primary";"no";175;"no";"yes";"cellular";8;"jul";1027;1;-1;0;"unknown";"no"
13229;"Ângela";"Botelho Queirós";31;"blue-collar";"married";"secondary";"no";152;"yes";"yes";"cellular";8;"jul";831;1;-1;0;"unknown";"yes"
13230;"Roberto";"Resende Maia";29;"services";"single";"secondary";"no";-32;"no";"yes";"cellular";8;"jul";510;1;-1;0;"unknown";"no"
13231;"Paula";"Cunha Camacho";37;"blue-collar";"divorced";"secondary";"no";277;"no";"yes";"cellular";8;"jul";338;2;-1;0;"unknown";"no"
13232;"Isabel";"Caetano Barbosa";28;"management";"single";"tertiary";"no";882;"no";"yes";"cellular";8;"jul";107;2;-1;0;"unknown";"no"
13233;"Ana";"Botelho Matos";51;"services";"single";"unknown";"no";415;"no";"no";"cellular";8;"jul";210;2;-1;0;"unknown";"no"
13234;"Guilhermina";"Oliveira Faria";55;"technician";"married";"secondary";"no";477;"no";"no";"cellular";8;"jul";138;1;-1;0;"unknown";"no"
13235;"Francisco";"Castro Fonseca";52;"blue-collar";"married";"secondary";"no";380;"yes";"yes";"cellular";8;"jul";58;1;-1;0;"unknown";"no"
13236;"Júlio";"Xavier Nogueira";55;"unemployed";"married";"secondary";"no";-246;"no";"yes";"cellular";8;"jul";305;2;-1;0;"unknown";"no"
13237;"Benjamim";"Rebelo Vaz";25;"admin.";"married";"secondary";"no";142;"yes";"no";"cellular";8;"jul";312;2;-1;0;"unknown";"no"
13238;"Octávio";"Pinheiro Antunes";34;"technician";"single";"secondary";"yes";-2;"no";"yes";"cellular";8;"jul";283;1;-1;0;"unknown";"no"
13239;"Renato";"Bernardes Caetano";59;"management";"married";"tertiary";"no";96;"no";"yes";"cellular";8;"jul";55;1;-1;0;"unknown";"no"
13240;"Célia";"Esteves Resende";28;"admin.";"single";"secondary";"no";-126;"no";"yes";"cellular";8;"jul";360;4;-1;0;"unknown";"no"
13241;"Vera";"Lopes Araújo";58;"blue-collar";"married";"secondary";"no";279;"no";"no";"cellular";8;"jul";327;5;-1;0;"unknown";"no"
13242;"Sara";"Magalhães Correia";45;"technician";"divorced";"secondary";"no";146;"no";"no";"cellular";8;"jul";216;1;-1;0;"unknown";"no"
13243;"Cristiano";"Xavier Silva";60;"management";"married";"secondary";"no";49;"no";"yes";"cellular";8;"jul";76;2;-1;0;"unknown";"no"
13244;"Guilhermina";"Cunha Bernardes";29;"services";"single";"secondary";"no";9;"no";"yes";"cellular";8;"jul";202;2;-1;0;"unknown";"no"
13245;"Laura";"Rodrigues Figueiredo";55;"unemployed";"married";"primary";"no";1221;"no";"yes";"cellular";8;"jul";108;1;-1;0;"unknown";"no"
13246;"Mariana";"Torres Raposo";54;"blue-collar";"married";"secondary";"no";1063;"no";"yes";"cellular";8;"jul";194;3;-1;0;"unknown";"no"
13247;"Isidro";"Marques Barbosa";34;"admin.";"married";"tertiary";"no";434;"no";"no";"cellular";8;"jul";165;3;-1;0;"unknown";"no"
13248;"Octávio";"Castro Miranda";27;"self-employed";"single";"tertiary";"no";108;"no";"yes";"cellular";8;"jul";141;2;-1;0;"unknown";"no"
13249;"Marta";"Duarte Alves";50;"blue-collar";"married";"secondary";"no";1293;"no";"yes";"cellular";8;"jul";82;1;-1;0;"unknown";"no"
13250;"Nuno";"Resende Rodrigues";38;"blue-collar";"single";"secondary";"no";10;"no";"no";"cellular";8;"jul";84;3;-1;0;"unknown";"no"
13251;"Alexandre";"Alves Machado";52;"technician";"married";"secondary";"no";3554;"no";"yes";"cellular";8;"jul";89;1;-1;0;"unknown";"no"
13252;"Micaela";"Coelho Duarte";59;"retired";"divorced";"tertiary";"no";439;"no";"yes";"cellular";8;"jul";136;1;-1;0;"unknown";"no"
13253;"Madalena";"Rocha Bernardes";49;"blue-collar";"married";"secondary";"no";1838;"yes";"no";"cellular";8;"jul";203;1;-1;0;"unknown";"no"
13254;"Firmino";"Nogueira Cruz";44;"management";"married";"tertiary";"no";0;"no";"no";"cellular";8;"jul";54;2;-1;0;"unknown";"no"
13255;"Telmo";"Resende Sousa";35;"admin.";"single";"secondary";"no";57;"no";"yes";"cellular";8;"jul";632;2;-1;0;"unknown";"no"
13256;"Neusa";"Cruz Torres";28;"management";"single";"unknown";"no";81;"no";"yes";"cellular";8;"jul";158;1;-1;0;"unknown";"no"
13257;"Célia";"Faria Ribeiro";43;"blue-collar";"divorced";"primary";"no";328;"no";"yes";"cellular";8;"jul";192;1;-1;0;"unknown";"no"
13258;"Hélder";"Tavares Castro";31;"admin.";"single";"secondary";"yes";4;"yes";"yes";"cellular";8;"jul";144;1;-1;0;"unknown";"no"
13259;"Matilde";"Garcia Araújo";42;"entrepreneur";"married";"tertiary";"no";2476;"yes";"no";"cellular";8;"jul";251;1;-1;0;"unknown";"no"
13260;"Joana";"Coelho Lopes";28;"management";"single";"tertiary";"no";1252;"yes";"yes";"cellular";8;"jul";319;4;-1;0;"unknown";"no"
13261;"Rodrigo";"Araújo Cunha";38;"technician";"married";"secondary";"no";0;"no";"no";"cellular";8;"jul";635;1;-1;0;"unknown";"yes"
13262;"Mónica";"Abreu Pinheiro";52;"technician";"married";"secondary";"yes";0;"no";"no";"cellular";8;"jul";584;2;-1;0;"unknown";"no"
13263;"Susana";"Antunes Gomes";57;"blue-collar";"married";"secondary";"no";75;"no";"no";"cellular";8;"jul";157;8;-1;0;"unknown";"no"
13264;"Catarina";"Leite Machado";30;"blue-collar";"married";"primary";"no";307;"yes";"yes";"cellular";8;"jul";117;2;-1;0;"unknown";"no"
